CODI,PATH,PRESENCE
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01144.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01176_Aug6.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01734_Aug6.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01728_Aug7.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01387.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01537_Aug4.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01144_Aug4.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01734_Aug1.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01537_Aug8.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/00667_Aug8.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01728_Aug4.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01144_Aug5.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/01562_Aug2.png,1
B22-126,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-126_0/03081_Aug1.png,1
B22-187,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-187_0/00692.png,0
B22-187,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-187_0/00588.png,0
B22-187,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-187_0/00688.png,0
B22-187,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-187_0/00591.png,0
B22-187,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-187_0/00726.png,0
B22-187,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-187_0/00731.png,0
B22-173,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-173_1/00375.png,0
B22-173,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-173_1/00260.png,0
B22-173,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-173_1/00207.png,0
B22-173,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-173_1/00316.png,0
B22-28,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-28_1/00131.png,0
B22-28,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-28_1/00025.png,0
B22-28,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-28_1/00349.png,0
B22-28,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-28_1/00272.png,0
B22-28,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-28_1/00095.png,0
B22-28,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-28_1/00029.png,0
B22-28,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-28_1/00249.png,0
B22-110,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-110_1/00614.png,0
B22-110,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-110_1/00045.png,0
B22-110,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-110_1/00006.png,0
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183_Aug5.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/01018.png,0
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00929.png,0
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/01050.png,0
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00892.png,0
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183_Aug6.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183_Aug2.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183_Aug3.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183_Aug4.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183_Aug7.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00162.png,0
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183_Aug1.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/00183_Aug8.png,1
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/01200.png,0
B22-249,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-249_0/01053.png,0
B22-179,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-179_1/00315.png,0
B22-25,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-25_0/02817.png,0
B22-25,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-25_0/02816.png,0
B22-108,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-108_0/00080.png,0
B22-108,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-108_0/00022.png,0
B22-108,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-108_0/00023.png,0
B22-57,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-57_0/01142.png,0
B22-57,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-57_0/01145.png,0
B22-57,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-57_0/01144.png,0
B22-57,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-57_0/00001.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/01401.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/00101.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/01205.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/00447.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/01230.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/01400.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/01207.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/01206.png,0
B22-172,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-172_0/01229.png,0
B22-142,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-142_0/00087.png,0
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015_Aug7.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949_Aug6.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094_Aug1.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094_Aug4.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949_Aug3.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949_Aug7.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00254.png,0
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094_Aug8.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015_Aug6.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094_Aug3.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00793.png,0
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015_Aug3.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015_Aug8.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094_Aug7.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949_Aug8.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015_Aug4.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949_Aug1.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949_Aug4.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949_Aug2.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01095.png,0
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094_Aug6.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094_Aug5.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00303.png,0
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015_Aug5.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015_Aug2.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01094_Aug2.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00055.png,0
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/00949_Aug5.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015.png,1
B22-170,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-170_0/01015_Aug1.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307_Aug8.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307_Aug2.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307_Aug4.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307_Aug7.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307_Aug3.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307_Aug6.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307_Aug5.png,1
B22-296,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-296_0/00307_Aug1.png,1
B22-109,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-109_0/00322.png,0
B22-109,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-109_0/00323.png,0
B22-109,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-109_0/00017.png,0
B22-109,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-109_0/00320.png,0
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123_Aug6.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106_Aug7.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093_Aug2.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093_Aug3.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602_Aug8.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093_Aug8.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123_Aug4.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602_Aug1.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106_Aug8.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106_Aug2.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106_Aug4.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106_Aug1.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093_Aug7.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106_Aug6.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602_Aug7.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093_Aug5.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123_Aug3.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106_Aug5.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123_Aug1.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123_Aug2.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093_Aug1.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123_Aug5.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602_Aug5.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602_Aug6.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123_Aug7.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602_Aug4.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093_Aug4.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602_Aug2.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00602_Aug3.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00106_Aug3.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00093_Aug6.png,1
B22-303,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-303_0/00123_Aug8.png,1
B22-184,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-184_0/01180.png,0
B22-184,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-184_0/01066.png,0
B22-184,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-184_0/01179.png,0
B22-184,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-184_0/01134.png,0
B22-184,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-184_0/01178.png,0
B22-184,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-184_0/01063.png,0
B22-91,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-91_1/00087.png,0
B22-91,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-91_1/00360.png,0
B22-91,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-91_1/00165.png,0
B22-91,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-91_1/00275.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780_Aug3.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154_Aug1.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00010.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780_Aug7.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780_Aug6.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957_Aug4.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01764.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00097.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461_Aug4.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780_Aug2.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00235.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01343.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154_Aug8.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01347.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01679.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00910.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01763.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01755.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957_Aug8.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00308.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01739.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957_Aug1.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957_Aug2.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154_Aug5.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957_Aug3.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780_Aug4.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461_Aug8.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461_Aug5.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780_Aug5.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780_Aug8.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154_Aug6.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01047.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461_Aug7.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957_Aug7.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01468.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154_Aug4.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461_Aug3.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00600.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00891.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780_Aug1.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957_Aug5.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01780.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461_Aug1.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461_Aug6.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154_Aug2.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00000.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01461_Aug2.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154_Aug3.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00957_Aug6.png,1
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01758.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/00096.png,0
B22-312,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-312_0/01154_Aug7.png,1
B22-122,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-122_0/00368.png,0
B22-122,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-122_0/00366.png,0
B22-245,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-245_0/00266.png,0
B22-245,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-245_0/00267.png,0
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685_Aug1.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468_Aug1.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685_Aug5.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468_Aug2.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685_Aug8.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685_Aug4.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468_Aug7.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03798.png,0
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468_Aug5.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685_Aug7.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468_Aug6.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468_Aug3.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685_Aug3.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468_Aug8.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03838.png,0
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/01468_Aug4.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685_Aug6.png,1
B22-102,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-102_0/03685_Aug2.png,1
B22-177,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-177_1/00298.png,0
B22-177,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-177_1/00862.png,0
B22-177,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-177_1/00469.png,0
B22-177,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-177_1/01193.png,0
B22-177,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-177_1/00962.png,0
B22-177,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-177_1/01386.png,0
B22-177,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-177_1/01836.png,0
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139_Aug7.png,1
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139_Aug2.png,1
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139_Aug4.png,1
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139_Aug5.png,1
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139_Aug6.png,1
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139_Aug1.png,1
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139_Aug3.png,1
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139_Aug8.png,1
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00133.png,0
B22-156,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-156_0/00139.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890_Aug7.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890_Aug8.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890_Aug2.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00759.png,0
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890_Aug1.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00415.png,0
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890_Aug5.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890_Aug6.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890_Aug4.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00890_Aug3.png,1
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00762.png,0
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00420.png,0
B22-74,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-74_0/00011.png,0
B22-180,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-180_1/00629.png,0
B22-180,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-180_1/00294.png,0
B22-180,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-180_1/00658.png,0
B22-180,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-180_1/00615.png,0
